Batch Size: 16, Hidden Layers: [4], Activation: relu, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.1692, Accuracy: 46.33%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: relu, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.2208, Accuracy: 49.18%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: relu, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.2249, Accuracy: 49.18%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: relu, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.1495, Accuracy: 47.14%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: relu, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.1454, Accuracy: 46.53%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: relu, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.1189, Accuracy: 43.06%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: relu, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.0470, Accuracy: 53.47%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: relu, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.0287, Accuracy: 56.53%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: relu, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.0563, Accuracy: 55.71%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: relu, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0462, Accuracy: 56.33%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: relu, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0434, Accuracy: 57.96%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: relu, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0263, Accuracy: 57.55%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: relu, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.0872, Accuracy: 51.84%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: relu, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.0935, Accuracy: 50.82%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: relu, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.1446, Accuracy: 51.63%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: sigmoid, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.1033, Accuracy: 49.18%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: sigmoid, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.0930, Accuracy: 51.43%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: sigmoid, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.0528, Accuracy: 57.55%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: sigmoid, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0807, Accuracy: 52.65%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: sigmoid, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0769, Accuracy: 52.86%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: sigmoid, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0925, Accuracy: 50.41%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: sigmoid, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.1973, Accuracy: 49.18%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: sigmoid, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.2501, Accuracy: 49.18%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: sigmoid, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.2487, Accuracy: 49.18%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: sigmoid, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.3142, Accuracy: 49.18%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: sigmoid, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.6263, Accuracy: 49.18%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: sigmoid, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.5108, Accuracy: 49.18%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: sigmoid, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.0845, Accuracy: 49.39%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: sigmoid, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.0947, Accuracy: 51.43%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: sigmoid, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.0877, Accuracy: 53.88%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: sigmoid, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.0403, Accuracy: 56.53%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: sigmoid, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.0642, Accuracy: 53.88%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: sigmoid, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.0330, Accuracy: 55.10%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: sigmoid, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0658, Accuracy: 53.88%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: sigmoid, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0879, Accuracy: 51.43%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: sigmoid, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0969, Accuracy: 52.24%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: sigmoid, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.2462, Accuracy: 49.18%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: sigmoid, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.2527, Accuracy: 49.18%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: sigmoid, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.2852, Accuracy: 49.18%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: sigmoid, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.0883, Accuracy: 55.71%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: sigmoid, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.0540, Accuracy: 53.47%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: sigmoid, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.1100, Accuracy: 53.47%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: sigmoid, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.0404, Accuracy: 55.51%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: sigmoid, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.0497, Accuracy: 55.10%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: sigmoid, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.0717, Accuracy: 55.92%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: sigmoid, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0643, Accuracy: 53.88%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: sigmoid, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0840, Accuracy: 52.24%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: sigmoid, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0784, Accuracy: 53.47%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: sigmoid, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.2412, Accuracy: 49.18%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: sigmoid, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.2425, Accuracy: 49.18%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: sigmoid, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.2482, Accuracy: 49.18%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: tanh, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.2692, Accuracy: 43.88%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: tanh, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.1894, Accuracy: 49.59%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: tanh, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.2068, Accuracy: 38.98%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: tanh, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0246, Accuracy: 54.90%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: tanh, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0627, Accuracy: 55.92%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: tanh, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0363, Accuracy: 55.10%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: tanh, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.0721, Accuracy: 53.67%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: tanh, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.0803, Accuracy: 53.47%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: tanh, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.1135, Accuracy: 50.20%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: tanh, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.2965, Accuracy: 49.39%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: tanh, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.4787, Accuracy: 45.51%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: tanh, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.5898, Accuracy: 27.76%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: tanh, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.2148, Accuracy: 51.02%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: tanh, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.2876, Accuracy: 49.59%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: tanh, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.1829, Accuracy: 52.04%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: tanh, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.0348, Accuracy: 54.29%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: tanh, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.0529, Accuracy: 55.31%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: tanh, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.0749, Accuracy: 50.82%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: tanh, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0102, Accuracy: 56.33%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: tanh, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0608, Accuracy: 54.49%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: tanh, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0512, Accuracy: 55.92%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: tanh, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.1163, Accuracy: 52.65%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: tanh, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.1493, Accuracy: 52.65%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: tanh, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.1872, Accuracy: 50.82%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: tanh, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.4610, Accuracy: 38.78%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: tanh, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.2155, Accuracy: 42.04%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: tanh, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.1759, Accuracy: 47.76%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: tanh, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.0838, Accuracy: 54.90%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: tanh, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.0905, Accuracy: 53.88%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: tanh, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.1091, Accuracy: 50.61%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: tanh, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0102, Accuracy: 58.57%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: tanh, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0372, Accuracy: 55.31%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: tanh, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0007, Accuracy: 56.73%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: tanh, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.0742, Accuracy: 54.29%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: tanh, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.0855, Accuracy: 51.22%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: tanh, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.0776, Accuracy: 54.29%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: linear, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.2885, Accuracy: 43.47%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: linear, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.1021, Accuracy: 52.65%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: linear, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.0824, Accuracy: 53.06%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: linear, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.1413, Accuracy: 49.39%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: linear, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0787, Accuracy: 53.67%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: linear, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0757, Accuracy: 53.47%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: linear, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.0821, Accuracy: 54.08%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: linear, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.0794, Accuracy: 53.67%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: linear, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.1071, Accuracy: 52.24%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: linear, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.2312, Accuracy: 51.43%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: linear, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.4341, Accuracy: 49.18%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: linear, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.5969, Accuracy: 36.73%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: linear, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.1950, Accuracy: 45.92%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: linear, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.2759, Accuracy: 46.12%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: linear, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.1400, Accuracy: 51.63%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: linear, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.0825, Accuracy: 52.65%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: linear, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.0717, Accuracy: 52.04%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: linear, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.0637, Accuracy: 52.24%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: linear, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0726, Accuracy: 54.69%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: linear, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0686, Accuracy: 55.51%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: linear, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0690, Accuracy: 54.08%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: linear, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.0982, Accuracy: 52.24%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: linear, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.1100, Accuracy: 53.47%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: linear, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.1452, Accuracy: 52.86%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: linear, LR: 0.1, Epochs: 100, Validation Loss (MSE): 2.2526, Accuracy: 38.16%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: linear, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.3807, Accuracy: 50.82%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: linear, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.1078, Accuracy: 49.59%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: linear, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.0743, Accuracy: 55.10%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: linear, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.0884, Accuracy: 51.22%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: linear, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.0855, Accuracy: 50.82%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: linear, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0745, Accuracy: 53.27%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: linear, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0737, Accuracy: 53.67%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: linear, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0677, Accuracy: 54.08%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: linear, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.0823, Accuracy: 54.90%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: linear, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.0885, Accuracy: 53.47%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: linear, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.1080, Accuracy: 52.86%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: softmax, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.1079, Accuracy: 48.78%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: softmax, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.1263, Accuracy: 49.39%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: softmax, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.1170, Accuracy: 50.00%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: softmax, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0865, Accuracy: 49.39%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: softmax, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0754, Accuracy: 52.45%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: softmax, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0612, Accuracy: 53.27%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: softmax, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.2400, Accuracy: 49.18%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: softmax, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.3277, Accuracy: 49.18%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: softmax, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.4847, Accuracy: 27.55%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: softmax, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.5808, Accuracy: 27.55%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: softmax, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.6975, Accuracy: 27.55%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: softmax, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.7283, Accuracy: 16.53%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: softmax, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.0758, Accuracy: 51.84%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: softmax, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.1115, Accuracy: 49.18%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: softmax, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.0753, Accuracy: 53.47%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: softmax, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.0088, Accuracy: 56.33%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: softmax, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.0653, Accuracy: 52.04%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: softmax, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.0064, Accuracy: 58.16%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: softmax, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0755, Accuracy: 51.63%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: softmax, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0933, Accuracy: 51.84%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: softmax, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.1191, Accuracy: 52.04%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: softmax, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.3213, Accuracy: 49.18%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: softmax, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.4153, Accuracy: 49.18%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: softmax, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.4819, Accuracy: 49.18%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: softmax, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.1418, Accuracy: 49.18%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: softmax, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.1030, Accuracy: 48.37%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: softmax, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.0706, Accuracy: 50.00%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: softmax, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.0061, Accuracy: 56.53%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: softmax, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.0007, Accuracy: 56.53%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: softmax, LR: 0.01, Epochs: 100, Validation Loss (MSE): 0.9975, Accuracy: 55.71%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: softmax, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0368, Accuracy: 57.35%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: softmax, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0888, Accuracy: 51.84%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: softmax, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0509, Accuracy: 54.69%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: softmax, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.2342, Accuracy: 49.18%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: softmax, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.3042, Accuracy: 49.18%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: softmax, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.3684, Accuracy: 49.18%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: relu, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.2881, Accuracy: 49.18%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: relu, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.2546, Accuracy: 49.18%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: relu, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.0703, Accuracy: 54.90%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: relu, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0381, Accuracy: 56.33%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: relu, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0301, Accuracy: 56.12%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: relu, LR: 0.01, Epochs: 10, Validation Loss (MSE): 0.9899, Accuracy: 57.14%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: relu, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.0206, Accuracy: 56.33%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: relu, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.0466, Accuracy: 55.31%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: relu, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.0317, Accuracy: 55.71%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: relu, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.1752, Accuracy: 50.20%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: relu, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.2437, Accuracy: 49.18%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: relu, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.3775, Accuracy: 49.18%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: relu, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.2633, Accuracy: 49.18%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: relu, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.2474, Accuracy: 45.92%
Batch Size: 64, Hidden Layers: [16, 32, 64], Activation: relu, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.1970, Accuracy: 52.65%
Batch Size: 16, Hidden Layers: [16, 32, 64], Activation: relu, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.2633, Accuracy: 51.84%
Batch Size: 32, Hidden Layers: [16, 32, 64], Activation: relu, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.4123, Accuracy: 55.10%
